text	entity_category	image_id	person	location	organization	miscellaneous
WATCH : New Trump Ad Attacks Bill Clinton for Sexual Misconduct	[('Trump', 'person'), ('Bill Clinton', 'person')]	O_4240.jpg	['Trump', 'Bill Clinton']	[]	[]	[]
Silver Beginner Band getting ready for their concert tomorrow !	[('Silver Beginner Band', 'person')]	16_05_02_534.jpg	['Silver Beginner Band']	[]	[]	[]
Great night for baseball at Busch awesome seats # STLCards	[('Busch', 'location'), ('STLCards', 'organization')]	16_05_18_216.jpg	[]	['Busch']	['STLCards']	[]
Don ' t get it twisted 😌 . . . . # TrowinBackOnAThursday	[]	16_05_19_381.jpg	[]	[]	[]	[]
Watch Swansea FC Football Highlights -	[('Swansea FC Football', 'organization')]	17_06_13134.jpg	[]	[]	['Swansea FC Football']	[]
March Madness # Basketball # CollegeBasketball # NCAA	[('NCAA', 'organization')]	17_06_6277.jpg	[]	[]	['NCAA']	[]
Never stop believing , soccer star Kadeisha Buchanan says	[('Kadeisha Buchanan', 'person')]	16_05_08_288.jpg	['Kadeisha Buchanan']	[]	[]	[]
Bernadetta Gallo likes Amazing shoes ! # NFL # Nike	[('Bernadetta Gallo', 'person'), ('NFL', 'organization'), ('Nike', 'organization')]	16_05_13_447.jpg	['Bernadetta Gallo']	[]	['NFL', 'Nike']	[]
"Donald Trump says Britain would be "" better off without "" the EU"	[('Donald Trump', 'person'), ('Britain', 'location'), ('EU', 'location')]	O_4715.jpg	['Donald Trump']	['Britain', 'EU']	[]	[]
There is nothing like singing along to the One Tree Hill theme song .	[('One Tree Hill', 'miscellaneous')]	O_1801.jpg	[]	[]	[]	['One Tree Hill']
Hey ! I ' m playing this Basketball Quiz game . Any idea who this might be ?	[]	17_06_13021.jpg	[]	[]	[]	[]
One of the best football nights of my life . Brilliant @ falkirkbairns display .	[('falkirkbairns', 'organization')]	16_05_13_1105.jpg	[]	[]	['falkirkbairns']	[]
Collaboration in the community makes all festivals a little better . We love @ BoiseFilmFest !	[('BoiseFilmFest', 'miscellaneous')]	16_05_15_1039.jpg	[]	[]	[]	['BoiseFilmFest']
Thanks to Google translate , I can now enjoy my Moderate inflatable hybrid candy .	[('Google', 'organization')]	17_06_11096.jpg	[]	[]	['Google']	[]
World Architecture Festival to Address International Housing and Immigration Issues	[('World Architecture Festival', 'miscellaneous')]	16_05_02_904.jpg	[]	[]	[]	['World Architecture Festival']
A Beautiful Evening in NYC ( Leo Hattenbach )	[('NYC', 'location'), ('Leo Hattenbach', 'person')]	16_05_21_410.jpg	['Leo Hattenbach']	['NYC']	[]	[]
Next month : 10 years since Cameron promised to replace Human Rights Act with Bill of Rights	[('Cameron', 'person')]	O_759.jpg	['Cameron']	[]	[]	[]
One Direction makes history tonight as the group with the most wins in the ' Top Duo / Group ' category . # BBMAs	[('One Direction', 'person'), ('BBMAs', 'miscellaneous')]	O_4676.jpg	['One Direction']	[]	[]	['BBMAs']
Schmeichel : I always believed I would win the Premier League	[('Schmeichel', 'person'), ('Premier League', 'organization')]	16_05_13_146.jpg	['Schmeichel']	[]	['Premier League']	[]
ImSEEEING LORDEIN CONCERT IM SO HAPPIE	[('LORDEIN', 'person')]	17_06_11126.jpg	['LORDEIN']	[]	[]	[]
Chance got future , young thug , lil yachty , Kanye , lil Wayne , ; 2 chainz on this 🔥 🔥	[('young thug', 'person'), ('lil yachty', 'person'), ('Kanye', 'person'), ('lil Wayne', 'person'), ('2 chainz', 'person')]	O_1737.jpg	['young thug', 'lil yachty', 'Kanye', 'lil Wayne', '2 chainz']	[]	[]	[]
Watch Ariana Grande And Lil Wayne ' s ' Let Me Love You ' Video	[('Ariana Grande', 'person'), ('Lil Wayne', 'person'), ('Let Me Love You', 'miscellaneous')]	O_371.jpg	['Ariana Grande', 'Lil Wayne']	[]	[]	['Let Me Love You']
CBS Names Amy Reisenbach Head of Current Programs	[('CBS', 'organization'), ('Amy Reisenbach', 'person')]	17_06_12425.jpg	['Amy Reisenbach']	[]	['CBS']	[]
Enjoy performances you won ' t forget tonight at 8 PM # XilinLanternFestival	[('XilinLanternFestival', 'miscellaneous')]	16_05_02_176.jpg	[]	[]	[]	['XilinLanternFestival']
The Art of Baseball Greets Players , Fans	[]	16_05_02_576.jpg	[]	[]	[]	[]
Hottest Cheerleaders in the NFL -	[('NFL', 'organization')]	17_01_7884.jpg	[]	[]	['NFL']	[]
Liverpool and Sevilla under investigation by UEFA after crowd trouble . . .	[('Liverpool', 'organization'), ('Sevilla', 'organization'), ('UEFA', 'organization')]	16_05_20_979.jpg	[]	[]	['Liverpool', 'Sevilla', 'UEFA']	[]
Trump accepts French invitation to attend Bastille Day parade	[('Trump', 'person'), ('French', 'location'), ('Bastille Day', 'miscellaneous')]	17_06_9867.jpg	['Trump']	['French']	[]	['Bastille Day']
Check out the # photos from @ PanicAtTheDisco ' s show at Festival Hall !	[('PanicAtTheDisco', 'person'), ('Festival Hall', 'location')]	17_01_138.jpg	['PanicAtTheDisco']	['Festival Hall']	[]	[]
Taylor Swift puts music back on streaming services	[('Taylor Swift', 'person')]	O_3833.jpg	['Taylor Swift']	[]	[]	[]
The Highest Paid Soccer Managers -	[]	16_05_15_616.jpg	[]	[]	[]	[]
Polls are showing that Donald Trump might have a big problem if he . . .	[('Donald Trump', 'person')]	O_2001.jpg	['Donald Trump']	[]	[]	[]
Tom Brady ranked number 1 by fellow NFL players	[('Tom Brady', 'person'), ('NFL', 'organization')]	17_06_10870.jpg	['Tom Brady']	[]	['NFL']	[]
Please ask Barack Obama ; David Cameron what are these war Machines doing in # Biafra water , ; land ?	[('Barack Obama', 'person'), ('David Cameron', 'person'), ('Biafra', 'location')]	O_2145.jpg	['Barack Obama', 'David Cameron']	['Biafra']	[]	[]
A parade of needlepoint pigs , enjoying the great outdoors	[]	17_06_11625.jpg	[]	[]	[]	[]
What a beautiful morning to be sunbathing . . .	[]	16_05_23_330.jpg	[]	[]	[]	[]
Picture taken from the splendid Porth Eirias building in @ BaeColwynBay - what a contrast with the derelict pier	[('Porth Eirias', 'location'), ('BaeColwynBay', 'location')]	16_05_31_140.jpg	[]	['Porth Eirias', 'BaeColwynBay']	[]	[]
How happy are you from 1 to Miranda Lambert ?	[('Miranda Lambert', 'person')]	O_2802.jpg	['Miranda Lambert']	[]	[]	[]
Truly blessed that I got the opportunity to sign with my best friend and continue playing football at the next level	[]	16_05_03_587.jpg	[]	[]	[]	[]
Justin Bieber is crying and so am I ! 😭 # OneLoveManchester	[('Justin Bieber', 'person')]	O_1299.jpg	['Justin Bieber']	[]	[]	[]
Pipelining with our HDE Team at Winchester ' s Dogwood Festival , four new appointments set today ! # LetsDoWINDOWS	[('Winchester', 'location'), ('Dogwood Festival', 'miscellaneous')]	16_05_07_751.jpg	[]	['Winchester']	[]	['Dogwood Festival']
My trip to Coors Field for a @ Rockies game # NL # MLB	[('Coors Field', 'location'), ('Rockies', 'organization'), ('NL', 'organization'), ('MLB', 'organization')]	17_06_8542.jpg	[]	['Coors Field']	['Rockies', 'NL', 'MLB']	[]
Justin Bieber featured in @ PencilsOfPromis ' last Instagram post !	[('Justin Bieber', 'person'), ('PencilsOfPromis', 'organization'), ('Instagram', 'organization')]	O_1832.jpg	['Justin Bieber']	[]	['PencilsOfPromis', 'Instagram']	[]
While President Ash Carter was meeting with USAF cadets this past week , Barack Obama was meeting with pop stars	[('Ash Carter', 'person'), ('USAF', 'organization'), ('Barack Obama', 'person')]	O_2435.jpg	['Ash Carter', 'Barack Obama']	[]	['USAF']	[]
I ' m so bored this week . Fancy to have a cam chat or meet ? Link in bio . # football # jeans # australia # baseball	[('australia', 'location')]	16_05_20_802.jpg	[]	['australia']	[]	[]
Stephen King ' s Rose Red ( 2 - Disc Deluxe Edition DVD Set , 2002 ) Rare / OOP	[('Stephen King', 'person'), ('Rose Red', 'miscellaneous')]	O_1774.jpg	['Stephen King']	[]	[]	['Rose Red']
Wyatt and Gerry Nelson get the NHL Broadcast treatment courtesy @ StLouisBlues .	[('Wyatt', 'person'), ('Gerry Nelson', 'person'), ('NHL', 'organization'), ('StLouisBlues', 'organization')]	16_05_19_227.jpg	['Wyatt', 'Gerry Nelson']	[]	['NHL', 'StLouisBlues']	[]
Superb soccer school @ GlyndwrUniSport to finish our week of camps ⚽ ️	[('GlyndwrUniSport', 'organization')]	17_06_15303.jpg	[]	[]	['GlyndwrUniSport']	[]
The first pic of One Direction on Family Guy has arrived and what ' s up with Harry ' s lips ?	[('One Direction', 'person'), ('Family Guy', 'miscellaneous'), ('Harry', 'person')]	O_4415.jpg	['One Direction', 'Harry']	[]	[]	['Family Guy']
RETWEET if you believe Donald Trump will win California . # MakeAmericaGreatAgain	[('Donald Trump', 'person'), ('California', 'location')]	O_4372.jpg	['Donald Trump']	['California']	[]	[]
Eric Church Will Rock the Taste of Country Music Festival as 2018 Headliner !	[('Eric Church', 'person')]	17_06_14286.jpg	['Eric Church']	[]	[]	[]
Andrés Iniesta says the team is fully motivated to add more silverware to the collection :	[('Andrés Iniesta', 'person')]	O_4422.jpg	['Andrés Iniesta']	[]	[]	[]
Bryce Harper joining in on the HR parade .	[('Bryce Harper', 'person')]	17_06_4853.jpg	['Bryce Harper']	[]	[]	[]
More photos of Justin Bieber spotted out yesterday in Switzerland . ( June 12 )	[('Justin Bieber', 'person'), ('Switzerland', 'location')]	O_236.jpg	['Justin Bieber']	['Switzerland']	[]	[]
When your working amongst the happiest hippies there is no reason not to smile # mindbodyspiritfestival 💛	[('mindbodyspiritfestival', 'miscellaneous')]	16_05_02_758.jpg	[]	[]	[]	['mindbodyspiritfestival']
Grand Prismatic Spring , Yellowstone National Park , Wyoming , USA via Facebook	[('Grand Prismatic Spring', 'location'), ('Yellowstone National Park', 'location'), ('Wyoming', 'location'), ('USA', 'location'), ('Facebook', 'organization')]	O_2582.jpg	[]	['Grand Prismatic Spring', 'Yellowstone National Park', 'Wyoming', 'USA']	['Facebook']	[]
happy Mother ' s Day to all of our lovely mothers who have watched us play soccer on Mother ' s Day for 3 yrs in a row 💓 💓	[]	16_05_08_307.jpg	[]	[]	[]	[]
Mid - concert selfie with @ timhicksmusic ! ! ! 😏 😏 😏	[('timhicksmusic', 'person')]	17_06_5679.jpg	['timhicksmusic']	[]	[]	[]
I am playing basketball - free throw training - pennyccw -	[]	16_05_27_697.jpg	[]	[]	[]	[]
Forget the X Factor and One Direction — the next generation of boy bands will come from choirs	[('X Factor', 'miscellaneous'), ('One Direction', 'person')]	O_13.jpg	['One Direction']	[]	[]	['X Factor']
Arsenal finally bid € 65 m for Serie A striker - report	[('Arsenal', 'organization'), ('Serie A', 'organization')]	16_05_18_990.jpg	[]	[]	['Arsenal', 'Serie A']	[]
Former Republican Congressmen Eric Cantor backs Donald Trump has some advice for him	[('Republican', 'organization'), ('Eric Cantor', 'person'), ('Donald Trump', 'person')]	O_2269.jpg	['Eric Cantor', 'Donald Trump']	[]	['Republican']	[]
John Lennon ; Yoko Ono ( 1980, photo by Jack Mitchell )	[('John Lennon', 'person'), ('Yoko Ono', 'person'), ('Jack Mitchell', 'person')]	O_1166.jpg	['John Lennon', 'Yoko Ono', 'Jack Mitchell']	[]	[]	[]
"Sergio Leone and Clint Eastwood on location for “ Once Upon a Time in the West "" ( 1968 ) # filmmakers # actors"	[('Sergio Leone', 'person'), ('Clint Eastwood', 'person'), ('Once Upon a Time in the West', 'miscellaneous')]	O_973.jpg	['Sergio Leone', 'Clint Eastwood']	[]	[]	['Once Upon a Time in the West']
Excited to be performing 3 solos at this concert	[]	16_05_08_527.jpg	[]	[]	[]	[]
William Wright and Aiden Craig play a tune with Andrew Waite and the Firm for the Jazz and Blues Festival @ qccoyotes	[('William Wright', 'person'), ('Aiden Craig', 'person'), ('Andrew Waite and the Firm', 'person'), ('Jazz and Blues Festival', 'miscellaneous')]	16_05_13_653.jpg	['William Wright', 'Aiden Craig', 'Andrew Waite and the Firm']	[]	[]	['Jazz and Blues Festival']
Justin Bieber Concert Venue in Chaos as Police Arrest Machete - Wielding Men	[('Justin Bieber', 'person')]	O_3268.jpg	['Justin Bieber']	[]	[]	[]
Ethan ' s spring concert ! That pure # Determination and # concentration # drums # sharpdressed	[('Ethan', 'person')]	16_05_12_58.jpg	['Ethan']	[]	[]	[]
Good win tonight ! Good to see shackles let off tonight with some good attacking football !	[('shackles', 'organization')]	16_05_17_361.jpg	[]	[]	['shackles']	[]
The @ HermanusFynArts Festival 2017 celebrates art , music , food , and wines in Hermanus !	[('HermanusFynArts', 'miscellaneous'), ('Hermanus', 'location')]	17_06_4831.jpg	[]	['Hermanus']	[]	['HermanusFynArts']
Leonardo DiCaprio and Kate Moss on their way to an art show in New York City ( 1993 )	[('Leonardo DiCaprio', 'person'), ('Kate Moss', 'person'), ('New York City', 'location')]	O_2659.jpg	['Leonardo DiCaprio', 'Kate Moss']	['New York City']	[]	[]
# NFL # Lions learning to live without retired WR Calvin Johnson	[('NFL', 'organization'), ('Lions', 'organization'), ('Calvin Johnson', 'person')]	O_4766.jpg	['Calvin Johnson']	[]	['NFL', 'Lions']	[]
We are excited to announce @ NHLFlyers President , Paul Holmgren , has joined the @ SniderHockey Board of Directors !	[('NHLFlyers', 'organization'), ('Paul Holmgren', 'person'), ('SniderHockey', 'organization')]	16_05_17_786.jpg	['Paul Holmgren']	[]	['NHLFlyers', 'SniderHockey']	[]
Justin Bieber al locale 1 OAK a New York City . ( 05 / 05 )	[('Justin Bieber', 'person'), ('1 OAK', 'location'), ('New York City', 'location')]	O_146.jpg	['Justin Bieber']	['1 OAK', 'New York City']	[]	[]
# NickiMinaj Nicki Minaj flaunts curvy frame in sexy two - piece number at NBA Awards . . .	[('NickiMinaj', 'person'), ('Nicki Minaj', 'person'), ('NBA Awards', 'miscellaneous')]	17_06_2465.jpg	['NickiMinaj', 'Nicki Minaj']	[]	[]	['NBA Awards']
Jennie Finch will become the first woman to manage a men ' s pro baseball team	[('Jennie Finch', 'person')]	16_05_27_352.jpg	['Jennie Finch']	[]	[]	[]
Excited to talk w / @ Fullcoursemeelz later tonight about his career at Stony Brook and his future in the NBA !	[('Fullcoursemeelz', 'person'), ('Stony Brook', 'organization'), ('NBA', 'organization')]	16_05_13_1091.jpg	['Fullcoursemeelz']	[]	['Stony Brook', 'NBA']	[]
when u tryna hold your spot at the barricade at a concert	[]	16_05_16_1080.jpg	[]	[]	[]	[]
Idris Elba , Justin Timberlake , Alesha Dixon at 2016 BAFTAs : Full List of Winners	[('Idris Elba', 'person'), ('Justin Timberlake', 'person'), ('Alesha Dixon', 'person'), ('BAFTAs', 'miscellaneous')]	O_1254.jpg	['Idris Elba', 'Justin Timberlake', 'Alesha Dixon']	[]	[]	['BAFTAs']
Donald Trump ’ s voter fraud commission is itself an enormous fraud :	[('Donald Trump', 'person')]	O_1853.jpg	['Donald Trump']	[]	[]	[]
"June 24, 2017 at 08 : 23 AM TechCrunch "" Banking the unbanked in emerging markets"	[('TechCrunch', 'organization')]	17_06_9412.jpg	[]	[]	['TechCrunch']	[]
@ Peyton_Howorka @ RamsNFL We got that job covered	[('Peyton_Howorka', 'person'), ('RamsNFL', 'organization')]	17_01_5924.jpg	['Peyton_Howorka']	[]	['RamsNFL']	[]
Let The Games Begin ! Tour Rio de Janeiro ' s Olympic Stadiums	[('Rio de Janeiro', 'location')]	O_2000.jpg	[]	['Rio de Janeiro']	[]	[]
Oakland Raiders Stockpile During NFL Draft	[('Oakland Raiders', 'organization'), ('NFL', 'organization')]	16_05_01_599.jpg	[]	[]	['Oakland Raiders', 'NFL']	[]
"New music on WHSN : @ CavemanBand "" Never Going Back """	[('WHSN', 'organization'), ('CavemanBand', 'organization'), ('Never Going Back', 'miscellaneous')]	16_05_22_634.jpg	[]	[]	['WHSN', 'CavemanBand']	['Never Going Back']
hey yall should go to the film at the film festival 👌 🏼 its gonna be lit af 😛	[]	16_05_04_1158.jpg	[]	[]	[]	[]
Very excited to perform at the WOW festival on Tuesday 24 May Frankfurt	[('WOW festival', 'miscellaneous'), ('Frankfurt', 'location')]	16_05_22_802.jpg	[]	['Frankfurt']	[]	['WOW festival']
Perfect night for Kevin Durant to debut his new signature shoe , KD9 in the Grey Preheat colorway # OKC	[('Kevin Durant', 'person'), ('OKC', 'organization')]	O_135.jpg	['Kevin Durant']	[]	['OKC']	[]
# HuntingGreatness # fishing Tennessee football fans used to cheer for Peyton Manning in the …	[('Tennessee', 'organization'), ('Peyton Manning', 'person')]	17_01_8729.jpg	['Peyton Manning']	[]	['Tennessee']	[]
Russell Westbrook will dress like Lizzy McGuire then drop a triple double on your whole squad . Dude insane	[('Russell Westbrook', 'person'), ('Lizzy McGuire', 'person')]	O_3303.jpg	['Russell Westbrook', 'Lizzy McGuire']	[]	[]	[]
# Beauty # Fashion JENNIFER LAWRENCE 1 new rare # Photo 8 x10 picture # 622	[('JENNIFER LAWRENCE', 'person')]	O_2594.jpg	['JENNIFER LAWRENCE']	[]	[]	[]
I think that I ' m tom cruise 😎 # Prom2k16	[('tom cruise', 'person')]	O_2575.jpg	['tom cruise']	[]	[]	[]
The man himself Michael Ozuna happy birthday brother baseball is my life too . You my day 1 from Puerto rico 😍 💯 ❤ ️	[('Michael Ozuna', 'person'), ('Puerto rico', 'location')]	16_05_15_772.jpg	['Michael Ozuna']	['Puerto rico']	[]	[]
@ KahlenBarry i just made my mom buy this hat bc it looked like yours LMAO	[('KahlenBarry', 'person')]	17_06_8357.jpg	['KahlenBarry']	[]	[]	[]
"📸 | A billboard advertising "" Harry Styles Live On Tour "" outside The Forum in Los Angeles ."	[('Harry Styles', 'person'), ('Los Angeles', 'location')]	O_1510.jpg	['Harry Styles']	['Los Angeles']	[]	[]
"Anne Hathaway as Andrea "" Andy "" Sachs ( The Devil Wears Prada , 2006 )"	"[('Anne Hathaway', 'person'), ('Andrea "" Andy "" Sachs', 'person'), ('The Devil Wears Prada', 'miscellaneous')]"	O_491.jpg	"['Anne Hathaway', 'Andrea "" Andy "" Sachs']"	[]	[]	['The Devil Wears Prada']
A rare close up of a dragonfly	[]	17_06_6314.jpg	[]	[]	[]	[]
Gravis Indiana Poll : Donald Trump 44 % , Ted Cruz 27 % , John Kasich 9 % …	[('Indiana', 'location'), ('Donald Trump', 'person'), ('Ted Cruz', 'person'), ('John Kasich', 'person')]	O_3045.jpg	['Donald Trump', 'Ted Cruz', 'John Kasich']	['Indiana']	[]	[]
@ shijingm There ' s never been a better time to be an NBA fan , # NeverBetter 🏀	[('shijingm', 'person')]	16_05_08_62.jpg	['shijingm']	[]	[]	[]
We like to dress up , it ' s just that we like soccer way more ⚽	[]	16_05_03_567.jpg	[]	[]	[]	[]
VICESports : The Cavaliers need to make the # NBAFinals ugly again .	[('VICESports', 'organization'), ('Cavaliers', 'organization')]	17_06_6682.jpg	[]	[]	['VICESports', 'Cavaliers']	[]
Who ' s ready for # TreeHillTakesLondon ? September 16 - 18 th ! Don ' t miss out on the ultimate One Tree Hill experience !	[('TreeHillTakesLondon', 'miscellaneous'), ('One Tree Hill', 'miscellaneous')]	O_112.jpg	[]	[]	[]	['TreeHillTakesLondon', 'One Tree Hill']
Why we love football . ⚽ ️	[]	16_05_05_397.jpg	[]	[]	[]	[]
3 CNN Journalists Resign After Retracted Story on Trump Ally by MICHAEL M . GRYNBAUM via	[('CNN', 'organization'), ('Trump', 'person'), ('MICHAEL M . GRYNBAUM', 'person')]	17_06_2634.jpg	['Trump', 'MICHAEL M . GRYNBAUM']	[]	['CNN']	[]
Here we go again ! # glorysoccer 👑 ❤ ️ ⚫ ️ ⚽ ️	[]	16_05_31_396.jpg	[]	[]	[]	[]
Attention : Taco Bell is giving away free tacos for the # NBAFinals	[('Taco Bell', 'organization')]	17_06_14768.jpg	[]	[]	['Taco Bell']	[]
Thank you so much for coming to our CD release concert last Tuesday . I had a good time !	[]	16_05_20_707.jpg	[]	[]	[]	[]
Honestly take your Goslings and your Zayns Malik and give me 2017 Steve Carell	[('Goslings', 'person'), ('Zayns Malik', 'person'), ('Steve Carell', 'person')]	O_11.jpg	['Goslings', 'Zayns Malik', 'Steve Carell']	[]	[]	[]
HE IS THE CUTEST LIL BABY BOYYY ! ! ! ! AHHH 😍 😌 😇 💕 I LOVVEE HIMM SO MUCHH ! ! ! 😲 💕	[]	O_1453.jpg	[]	[]	[]	[]
Scouts knew Tom Brady was special … in baseball ➡ ️	[('Tom Brady', 'person')]	17_06_14698.jpg	['Tom Brady']	[]	[]	[]
Vicente Fox says he will only accept Donald Trump ' s lunch invitation if Trump apologizes	[('Vicente Fox', 'person'), ('Donald Trump', 'person'), ('Trump', 'person')]	O_1703.jpg	['Vicente Fox', 'Donald Trump', 'Trump']	[]	[]	[]
Summer football # MustangFootball # our coach is better than your coach	[('MustangFootball', 'organization')]	16_05_24_298.jpg	[]	[]	['MustangFootball']	[]
More from the # NYCPride2017 Parade .	[('NYCPride2017', 'miscellaneous')]	17_06_74.jpg	[]	[]	[]	['NYCPride2017']
My first SSR event , I guess I really lucky # GranblueFantasy	[('GranblueFantasy', 'miscellaneous')]	16_05_01_166.jpg	[]	[]	[]	['GranblueFantasy']
👑 Katy Perry and Lady Gaga appreciation tweet 👑	[('Katy Perry', 'person'), ('Lady Gaga', 'person')]	O_623.jpg	['Katy Perry', 'Lady Gaga']	[]	[]	[]
Nhl & gt ; Ducks draft best friends Comtois , Morand in second round - The -	[('Nhl', 'organization'), ('Ducks', 'organization'), ('Comtois', 'person'), ('Morand', 'person')]	17_06_496.jpg	['Comtois', 'Morand']	[]	['Nhl', 'Ducks']	[]
A woman who went from intern to NFL exec shares her best negotiating advice	[('NFL', 'organization')]	17_01_23786.jpg	[]	[]	['NFL']	[]
John Michael Talbot returns to Sioux City for benefit concert	[('John Michael Talbot', 'person'), ('Sioux City', 'location')]	17_06_14576.jpg	['John Michael Talbot']	['Sioux City']	[]	[]
Taeyong at times square looking at his birthday ad im not crying 😭	[('Taeyong', 'person'), ('times square', 'location')]	O_2013.jpg	['Taeyong']	['times square']	[]	[]
Newly released photos of Justin Bieber spotted out in Sweden last week . ( June 8 )	[('Justin Bieber', 'person'), ('Sweden', 'location')]	O_1123.jpg	['Justin Bieber']	['Sweden']	[]	[]
# RT # Follow Roger Federer Withdraws From French Open Because of Back Injury - New York Times	[('Roger Federer', 'person'), ('French Open', 'miscellaneous'), ('New York Times', 'organization')]	O_3523.jpg	['Roger Federer']	[]	['New York Times']	['French Open']
91 days until it ' s football time in Tennessee 🏈 🍊	[('Tennessee', 'location')]	17_06_6616.jpg	[]	['Tennessee']	[]	[]
# NHLPlayoffs Tampa Bay # Lightning Blowout Turns Into Hard - Earned Win	[('Tampa Bay', 'organization')]	16_05_26_882.jpg	[]	[]	['Tampa Bay']	[]
Wife Calls Hubby From Ellen DeGeneres Show Live On TV As A PrankAnd His Mistress Pick	[('Hubby', 'person'), ('Ellen DeGeneres Show', 'miscellaneous')]	O_3112.jpg	['Hubby']	[]	[]	['Ellen DeGeneres Show']
Colon ' s first home run gets baseball card	[('Colon', 'person')]	16_05_08_272.jpg	['Colon']	[]	[]	[]
19 things Taylor Swift does that no one else could ever get away with	[('Taylor Swift', 'person')]	O_4862.jpg	['Taylor Swift']	[]	[]	[]
Bill Gates calls for higher capital gains taxes	[('Bill Gates', 'person')]	O_1752.jpg	['Bill Gates']	[]	[]	[]
"5 H sang a Destiny ' s Child medley for their "" Greatest Hits "" episode . Kelly Rowland is rumored to make appearance ."	[('5 H', 'person'), ('Destiny', 'organization'), ('Kelly Rowland', 'person')]	O_2433.jpg	['5 H', 'Kelly Rowland']	[]	['Destiny']	[]
this must be your greatest achievement . . . . . @ sachinbabyy before @ sachin_rt . . . . 😱 😱 👍 👍	[('sachinbabyy', 'person'), ('sachin_rt', 'person')]	16_05_01_188.jpg	['sachinbabyy', 'sachin_rt']	[]	[]	[]
These four are off to the Hong Kong Soccer 7 s tournament this weekend . Our campaign begins on Saturday afternoon wi …	[('Hong Kong', 'location')]	16_05_16_1009.jpg	[]	['Hong Kong']	[]	[]
HIGH SCHOOL BASKETBALL : Former BC High standout Carl Pierre commits to UMass	[('BC High', 'organization'), ('Carl Pierre', 'person'), ('UMass', 'organization')]	17_06_7077.jpg	['Carl Pierre']	[]	['BC High', 'UMass']	[]
Liam , a Dana - Farber patient , gets to live out his baseball dreams at # FenwayFantasyDay :	[('Liam', 'person')]	16_05_31_615.jpg	['Liam']	[]	[]	[]
no under age drinking here . . . took dad out for dinner and baseball tonight ❤ 🍺	[]	16_05_23_75.jpg	[]	[]	[]	[]
Moving on up : @ GeeksOUT and @ FLAMECON are now on display in Times Square .	[('GeeksOUT', 'organization'), ('FLAMECON', 'organization'), ('Times Square', 'location')]	O_3042.jpg	[]	['Times Square']	['GeeksOUT', 'FLAMECON']	[]
Why Taylor Swift ' s move to tcome back to streaming is her most brilliant yet	[('Taylor Swift', 'person')]	O_4917.jpg	['Taylor Swift']	[]	[]	[]
These guys do an awesome job behind the scene for the @ penguins ! Thanks guys ! @ NHLonNBCSports # PITvsTBL # LetsGoPens	[('penguins', 'organization')]	16_05_26_38.jpg	[]	[]	['penguins']	[]
At the soroban festival in Tokyo . Go Pandas !	[('Tokyo', 'location')]	16_05_17_231.jpg	[]	['Tokyo']	[]	[]
King Shah Rukh Khan Spotted at Mehboob studios during an Ad shoot . @ iamsrk	[('Shah Rukh Khan', 'person'), ('Mehboob studios', 'location')]	O_2502.jpg	['Shah Rukh Khan']	['Mehboob studios']	[]	[]
Win a pair of weekend tickets to the Priory Park Festival , Chichester	[('Priory Park Festival', 'miscellaneous'), ('Chichester', 'location')]	16_05_12_1140.jpg	[]	['Chichester']	[]	['Priory Park Festival']
Getting a little afternoon reading in with @ tferris before # dcpride2017 parade .	[('tferris', 'person'), ('dcpride2017', 'miscellaneous')]	17_06_14047.jpg	['tferris']	[]	[]	['dcpride2017']
# WVUBasketball : Holmes scores season - high in Dream loss	[('WVUBasketball', 'organization')]	17_06_12762.jpg	[]	[]	['WVUBasketball']	[]
You can now order Tom Brady ' s nutritional manual on @ TB12Sports :	[('Tom Brady', 'person'), ('TB12Sports', 'organization')]	O_3462.jpg	['Tom Brady']	[]	['TB12Sports']	[]
You ' ll never believe it Del . . . @ LCFC have won the @ premierleague 🏆 ⚽ ️ 🙌 🏻 ! ! ! # Champions	[('LCFC', 'organization'), ('premierleague', 'organization')]	16_05_02_349.jpg	[]	[]	['LCFC', 'premierleague']	[]
Liverpool agree personal terms with Roma midfielder Mohamed Salah ( Tribal Football )	[('Liverpool', 'organization'), ('Roma', 'organization'), ('Mohamed Salah', 'person'), ('Tribal Football', 'organization')]	17_06_15202.jpg	['Mohamed Salah']	[]	['Liverpool', 'Roma', 'Tribal Football']	[]
Luke with a fan today at the Wizarding World of Harry Potter and he wasnt wearing his lipring omg - caitlyn	[('Luke', 'person'), ('the Wizarding World of Harry Potter', 'location')]	O_2565.jpg	['Luke']	['the Wizarding World of Harry Potter']	[]	[]
Lady Gaga vs . EXO : 2017 Summer Fan Showdown [ Round 1 ]	[('Lady Gaga', 'person'), ('EXO', 'person'), ('Summer Fan Showdown', 'miscellaneous')]	O_1250.jpg	['Lady Gaga', 'EXO']	[]	[]	['Summer Fan Showdown']
Anthony Kiedis Rushed to Hospital , Chili Peppers Cancel Concert -	[('Anthony Kiedis', 'person'), ('Chili Peppers', 'person')]	16_05_15_1082.jpg	['Anthony Kiedis', 'Chili Peppers']	[]	[]	[]
Edinburgh Film Festival Chief Mark Adams Unveils 70 th Edition	[('Edinburgh Film Festival', 'miscellaneous'), ('Mark Adams', 'person')]	16_05_25_789.jpg	['Mark Adams']	[]	[]	['Edinburgh Film Festival']
